metrics,author.link.@ref,author.link.@href,author.link.@type,author.name,author.id,author.uri
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 7, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/7003264101?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Simeonovic, Charmaine J.",7003264101,Author/7003264101
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 8, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/31367533500?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Kheradpezhouh, Ehsan",31367533500,Author/31367533500
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 5, 'percentage': 13.513513}, {'collabType': 'No academic-corporate collaboration', 'value': 32, 'percentage': 86.48649}]}]",self,https://api.elsevier.com/analytics/scival/author/6602533471?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Vinuesa, Carola G.",6602533471,Author/6602533471
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 1, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/57451937400?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Hao, Yuwei",57451937400,Author/57451937400
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 8, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/55496892400?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Roco, Jonathan A.",55496892400,Author/55496892400
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 3, 'percentage': 30.000002}, {'collabType': 'No academic-corporate collaboration', 'value': 7, 'percentage': 70.0}]}]",self,https://api.elsevier.com/analytics/scival/author/6508009461?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Ellyard, Julia I.",6508009461,Author/6508009461
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 21, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/57197798188?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Shishmarev, Dmitry",57197798188,Author/57197798188
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 4, 'percentage': 28.57143}, {'collabType': 'No academic-corporate collaboration', 'value': 10, 'percentage': 71.42857}]}]",self,https://api.elsevier.com/analytics/scival/author/7005803471?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Blackburn, Anneke C.",7005803471,Author/7005803471
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 54, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/7005276757?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Nisbet, David Russell",7005276757,Author/7005276757
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 15, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/36609154000?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Sabeti, Faran",36609154000,Author/36609154000
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 21, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/6505854090?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Arabzadeh, Ehsan",6505854090,Author/6505854090
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 4.5454545}, {'collabType': 'No academic-corporate collaboration', 'value': 21, 'percentage': 95.454544}]}]",self,https://api.elsevier.com/analytics/scival/author/35076381300?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Patel, Hardip R.",35076381300,Author/35076381300
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 4, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/56692353000?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Mohamed, Elmira",56692353000,Author/56692353000
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 2, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/56410135700?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Lee, Cindy Eunhee",56410135700,Author/56410135700
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 9, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/57192308788?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Casta̱ares, Michael Lawrence",57192308788,Author/57192308788
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 2, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/6601990597?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Billups, Brian",6601990597,Author/6601990597
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 14.285715}, {'collabType': 'No academic-corporate collaboration', 'value': 6, 'percentage': 85.71429}]}]",self,https://api.elsevier.com/analytics/scival/author/14063470600?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Holgate, Joan Y.",14063470600,Author/14063470600
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 10, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/57189947790?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Wooff, Yvette",57189947790,Author/57189947790
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 9, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/57205957535?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Bekkers, John M.",57205957535,Author/57205957535
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 19, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/6603109978?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Ranasinghe, Charani",6603109978,Author/6603109978
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 2, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/57210896436?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Janapala, Yoshika",57210896436,Author/57210896436
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 9, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/16176492500?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Schumann, Ulrike",16176492500,Author/16176492500
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 4, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/9133286600?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"van Kleef, Joshua P.",9133286600,Author/9133286600
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 2, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/57193535524?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Hulme, Sarah R.",57193535524,Author/57193535524
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 12.5}, {'collabType': 'No academic-corporate collaboration', 'value': 7, 'percentage': 87.5}]}]",self,https://api.elsevier.com/analytics/scival/author/55203125700?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Papa, Ilenia",55203125700,Author/55203125700
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 13, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/57605871500?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Wang, Yi",57605871500,Author/57605871500
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 4, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/57206668645?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Wilson, Alicia S.",57206668645,Author/57206668645
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 9, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/8514433200?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Shirokikh, Nikolay E.",8514433200,Author/8514433200
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 10.0}, {'collabType': 'No academic-corporate collaboration', 'value': 9, 'percentage': 90.0}]}]",self,https://api.elsevier.com/analytics/scival/author/57202010773?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Cioanca, Adrian V.",57202010773,Author/57202010773
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 3, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/55998953300?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Simon Davis, David Anak",55998953300,Author/55998953300
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 5, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/55911614600?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Tantirigama, Malinda L.S.",55911614600,Author/55911614600
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 0, 'percentage': 0.0}, {'collabType': 'No academic-corporate collaboration', 'value': 10, 'percentage': 100.0}]}]",self,https://api.elsevier.com/analytics/scival/author/6602731148?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Arkell, Ruth M.",6602731148,Author/6602731148
"[{'metricType': 'AcademicCorporateCollaboration', 'values': [{'collabType': 'Academic-corporate collaboration', 'value': 1, 'percentage': 7.1428576}, {'collabType': 'No academic-corporate collaboration', 'value': 13, 'percentage': 92.85714}]}]",self,https://api.elsevier.com/analytics/scival/author/57206443863?apiKey=7f59af901d2d86f78a1fd60c1bf9426a&httpAccept=application/json,application/json,"Enders, Anselm",57206443863,Author/57206443863
